Symbol,Security,CIK,filing_accession,filing_date,fiscal_year,source_form,revenue_musd,net_income_musd,total_liabilities_musd,total_shareholders_equity_musd,cfo_musd,liabilities_to_shareholders_equity_ratio,partial_data,tag_used_revenue,tag_used_net_income,tag_used_total_liabilities,tag_used_total_shareholders_equity,tag_used_cfo
COF,Capital One,0000927628,0000927628-24-000094,2/23/2024,2023,10-K,36787,4887,420375,58089,20575,7.236740175,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CAH,Cardinal Health,0000721371,0000721371-24-000056,8/14/2024,2023,10-K,204979,330,43417,-2852,2844,-15.22335203,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
KMX,CarMax,0001170010,0001170010-24-000034,4/15/2024,2023,10-K,29684.87,484.76,20569.66,5613.08,1283.33,3.664594127,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:NetCashProvidedByUsedInOperatingActivities
CCL,Carnival,0000815097,0000815097-24-000011,1/26/2024,2023,10-K,21593,-74,49120,6882,4281,7.137460041,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CARR,Carrier Global,0001783180,0001783180-25-000008,2/11/2025,2023,10-K,4518,1349,23817,9005,2607,2.644863964,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:NetCashProvidedByUsedInOperatingActivities
CAT,Caterpillar Inc.,0000018230,0000018230-24-000009,2/16/2024,2023,10-K,67060,10332,67973,19503,12885,3.485258678,FALSE,us-gaap:Revenues,us-gaap:ProfitLoss,us-gaap:Liabilities,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:NetCashProvidedByUsedInOperatingActivities
CBOE,Cboe Global Markets,0001374310,0001558370-24-001277,2/16/2024,2023,10-K,3773.5,761.4,3502.5,3985,1075.6,0.878920954,TRUE,,us-gaap:ProfitLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CBRE,CBRE Group,0001138118,0001138118-24-000006,2/20/2024,2023,10-K,31949,986,13481,8267,480,1.630700375,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CDW,CDW Corporation,0001402057,0001402057-24-000015,2/26/2024,2023,10-K,21376,1104.3,13284.6,2042.5,1598.7,6.504088127,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
COR,Cencora,0001140859,0001140859-23-000197,11/21/2023,2023,10-K,262173.41,1745.29,62558.75,522,3911.33,119.8443487,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CNC,Centene Corporation,0001071739,0001071739-24-000037,2/20/2024,2023,10-K,153999,2702,58685,25840,8053,2.271091331,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CNP,CenterPoint Energy,0001130310,0001130310-24-000010,2/20/2024,2023,10-K,8696,917,39715,9667,3877,4.10830661,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CF,CF Industries,0001324404,0001324404-24-000008,2/22/2024,2023,10-K,6631,1838,14376,5717,2757,2.514605562,FALSE,us-gaap:Revenues,us-gaap:ProfitLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CRL,Charles River Laboratories,0001100682,0001100682-24-000007,2/14/2024,2023,10-K,4129.41,474.62,4536,3596.88,683.9,1.261092947,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
SCHW,Charles Schwab Corporation,0000316709,0000316709-24-000018,2/23/2024,2023,10-K,18837,5067,452220,40958,19587,11.04106646,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CHTR,Charter Communications,0001091667,0001091667-24-000028,2/2/2024,2023,10-K,54607,4557,147193,11086,14433,13.27737687,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CVX,Chevron Corporation,0000093410,0000093410-24-000013,2/26/2024,2023,10-K,200949,21369,99703,160957,35609,0.619438732,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CMG,Chipotle Mexican Grill,0001058090,0001562762-24-000023,2/8/2024,2023,10-K,9871.65,1228.74,4982.15,3062.21,1783.48,1.626978555,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CB,Chubb Limited,0000896159,0000896159-24-000003,2/23/2024,2023,10-K,49735,9028,166991,59507,12632,2.806241283,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CHD,Church & Dwight,0000313927,0000950170-24-015810,2/15/2024,2023,10-K,5867.9,755.6,4713.8,3855.4,1030.6,1.222648752,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CI,Cigna,0001739940,0001739940-24-000005,2/29/2024,2023,10-K,195265,5372,106410,46223,11813,2.302100686,FALSE,us-gaap:Revenues,us-gaap:ProfitLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CINF,Cincinnati Financial,0000020286,0000020286-24-000014,2/26/2024,2023,10-K,10013,1843,20671,12098,2052,1.708629526,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CTAS,Cintas,0000723254,0000723254-24-000036,7/25/2024,2023,10-K,8815.77,1348.01,8546.36,3863.99,1597.81,2.211796614,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CSCO,Cisco,0000858877,0000858877-24-000017,9/5/2024,2023,10-K,56998,12613,57499,44353,19886,1.296394832,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
C,Citigroup,0000831001,0000831001-24-000033,2/23/2024,2023,10-K,78462,9228,2205583,205453,-73416,10.73521925,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CFG,Citizens Financial Group,0000759944,0000759944-24-000039,2/16/2024,2023,10-K,8224,1608,197622,24342,2961,8.118560513,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CLX,Clorox,0000021076,0000021076-24-000030,8/8/2024,2023,10-K,7389,149,5557,220,1158,25.25909091,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CME,CME Group,0001156375,0001156375-24-000010,2/28/2024,2023,10-K,5578.9,3226.2,102968.2,26737.9,3453.8,3.851020462,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CMS,CMS Energy,0000811156,0000811156-24-000044,2/8/2024,2023,10-K,7462,887,33517,7544,2309,4.442868505,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
KO,Coca-Cola Company (The),0000021344,0000021344-25-000011,2/20/2025,2023,10-K,45754,10714,97703,25941,11599,3.76635442,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CTSH,Cognizant,0001058290,0001058290-24-000017,2/14/2024,2023,10-K,19353,2126,5256,13227,2330,0.397369018,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
COIN,Coinbase,0001679788,0001679788-24-000022,2/15/2024,2023,10-K,3108.38,94.87,200701.3,6281.65,922.95,31.95041112,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CL,Colgate-Palmolive,0000021665,0000021665-24-000003,2/15/2024,2023,10-K,19457,2300,15436,609,3745,25.34646962,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CMCSA,Comcast,0001166691,0001166691-24-000011,1/31/2024,2023,10-K,121572,15388,264811,82703,28501,3.201951562,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CAG,Conagra Brands,0000023217,0001558370-24-009764,7/11/2024,2023,10-K,12277,683.6,13245.3,8736.8,995.4,1.516035619,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
COP,ConocoPhillips,0001163165,0001163165-24-000010,2/15/2024,2023,10-K,56141,10957,46645,49279,19965,0.94654924,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
ED,Consolidated Edison,0001047862,0001047862-24-000012,2/15/2024,2023,10-K,14663,2519,66331,21158,2156,3.135031667,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
STZ,Constellation Brands,0000016918,0000016918-24-000054,4/23/2024,2023,10-K,9452.6,-71,15928.4,8413.6,2756.9,1.893172958,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CEG,Constellation Energy,0001868275,0001868275-24-000014,2/27/2024,2023,10-K,24918,1623,39472,10925,-5301,3.612997712,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
COO,Cooper Companies (The),0000711404,0000711404-23-000072,12/8/2023,2023,10-K,3593.2,294.2,4107.9,7550.8,607.5,0.544035069,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CPRT,Copart,0000900075,0000900075-23-000034,9/28/2023,2023,10-K,3869.518,1237.74,750.44,5987.44,1364.21,0.125335703,TRUE,,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
GLW,Corning Inc.,0000024741,0001437749-24-003735,2/12/2024,2023,10-K,12588,581,16632,11551,2005,1.439875335,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CPAY,Corpay,0001175454,0001628280-24-008060,2/29/2024,2023,10-K,901.33,214.84,15476.25,2881.86,877.66,5.370229643,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CTVA,Corteva,0001755672,0001755672-24-000004,2/8/2024,2023,10-K,17226,735,42996,25037,1769,1.717298398,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CSGP,CoStar Group,0001057352,0001057352-24-000013,2/22/2024,2023,10-K,2455,374.7,1581.1,7338.6,489.5,0.215449813,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
COST,Costco,0000909832,0000909832-23-000042,10/11/2023,2023,10-K,242290,6292,43936,25058,11068,1.753372177,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CTRA,Coterra,0000858470,0000858470-24-000019,2/23/2024,2023,10-K,5914,1625,7368,13039,3658,0.565074009,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CRWD,CrowdStrike,0001535527,0001535527-24-000007,3/7/2024,2023,10-K,3055.555,-183.25,3539.11,1463.64,941.01,2.418019458,TRUE,,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CCI,Crown Castle,0001051470,0001051470-24-000062,2/23/2024,2023,10-K,6981,1502,32146,6381,3126,5.037768375,FALSE,us-gaap:Revenues,us-gaap:ProfitLoss,us-gaap:Liabilities,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:NetCashProvidedByUsedInOperatingActivities
CSX,CSX Corporation,0000277948,0000277948-25-000008,2/27/2025,2023,10-K,14657,1958,30275,11985,2473,2.526074259,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:NetCashProvidedByUsedInOperatingActivities
CMI,Cummins,0000026172,0000026172-24-000012,2/12/2024,2023,10-K,34065,840,22101,8850,3966,2.497288136,FALSE,us-gaap:Revenues,us-gaap:ProfitLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
CVS,CVS Health,0000064803,0000064803-24-000007,2/7/2024,2023,10-K,357776,8344,173092,76461,13426,2.263794614,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DHR,Danaher Corporation,0000313616,0000313616-24-000052,2/21/2024,2023,10-K,5949,4764,84488,53486,7164,1.579628314,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DRI,Darden Restaurants,0000940944,0000940944-24-000035,7/19/2024,2023,10-K,10487.8,981.9,8040,2201.5,1552.8,3.652055417,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
DDOG,Datadog,0001561550,0001561550-24-000009,2/23/2024,2023,10-K,2128.36,48.57,1910.72,2025.35,659.95,0.943402375,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DVA,DaVita,0000927066,0000927066-24-000013,2/14/2024,2023,10-K,12140.15,691.53,14150.23,1056.1,2059.03,13.39857021,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DAY,Dayforce,0001725057,0000950170-24-022100,2/28/2024,2023,10-K,1513.7,54.8,6612.7,2398.2,219.5,2.757359686,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DECK,Deckers Brands,0000910521,0000910521-24-000017,5/24/2024,2023,10-K,3627.29,516.82,2556.2,1765.73,537.42,1.4476732,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DE,Deere & Company,0000315189,0001558370-23-019812,12/15/2023,2023,10-K,61251,10166,82201,21785,8589,3.77328437,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DELL,Dell Technologies,0001571996,0001571996-24-000036,3/25/2024,2023,10-K,102301,2442,92636,-3122,3565,-29.67200512,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DAL,Delta Air Lines,0000027904,0000027904-24-000003,2/12/2024,2023,10-K,58048,4609,73644,11105,6464,6.631607384,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DVN,Devon Energy,0001090012,0000950170-24-021781,2/28/2024,2023,10-K,15258,3747,24490,12061,6544,2.030511566,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DXCM,Dexcom,0001093557,0001093557-24-000021,2/8/2024,2023,10-K,3622.3,541.5,4195.9,2068.6,748.5,2.02837668,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
FANG,Diamondback Energy,0001539838,0001539838-24-000019,2/22/2024,2023,10-K,8412,3143,11571,16625,5920,0.696,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DLR,Digital Realty,0001297996,0001558370-24-001575,2/23/2024,2023,10-K,5477.06,948.84,23116.94,19117.53,1634.78,1.209201189,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DG,Dollar General,0000029534,0001558370-24-003813,3/25/2024,2023,10-K,37844.86,2415.99,29083.37,5541.77,1984.56,5.248029059,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DLTR,Dollar Tree,0000935703,0000935703-24-000011,3/20/2024,2023,10-K,28331.7,1615.4,14270.6,8751.5,1614.8,1.630646175,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
D,Dominion Energy,0000715957,0000950170-24-019110,2/23/2024,2023,10-K,3883,981,81503,27529,6572,2.960623343,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DPZ,Domino's,0001286681,0000950170-24-019725,2/26/2024,2023,10-K,4537.16,452.26,5745.27,-4070.37,475.32,-1.411485934,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DASH,DoorDash,0001792789,0001628280-24-005600,2/20/2024,2023,10-K,8635,-558,4026,6806,1673,0.591536879,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DOV,Dover Corporation,0000029905,0000029905-24-000008,2/9/2024,2023,10-K,8438.13,1056.83,11348.51,5106.6,1336.35,2.222322093,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DOW,Dow Inc.,0001751788,0001751788-24-000010,1/31/2024,2023,10-K,44622,660,57967,18607,5196,3.115332939,FALSE,us-gaap:Revenues,us-gaap:ProfitLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DHI,D. R. Horton,0000882184,0000882184-23-000115,11/17/2023,2023,10-K,35460.4,4745.7,9444.5,22696.2,4304.1,0.416126929,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DTE,DTE Energy,0000936340,0000936340-24-000076,2/8/2024,2023,10-K,12745,1397,44755,11050,3220,4.050226244,TRUE,,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DUK,Duke Energy,0001326160,0001326160-24-000037,2/23/2024,2023,10-K,29060,2841,176893,49112,9878,3.601828474,TRUE,,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
DD,DuPont,0001666700,0001666700-25-000005,2/14/2025,2023,10-K,12068,423,13827,24279,2191,0.56950451,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivitiesContinuingOperations
EMN,Eastman Chemical Company,0000915389,0000915389-24-000016,2/14/2024,2023,10-K,9210,894,9103,5458,1374,1.667827043,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
ETN,Eaton Corporation,0001551182,0001551182-24-000006,2/29/2024,2023,10-K,23196,3218,38432,19036,3624,2.018911536,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EBAY,eBay Inc.,0001065088,0001065088-24-000036,2/28/2024,2023,10-K,10112,2767,15224,6396,2426,2.380237649,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
ECL,Ecolab,0000031462,0001558370-24-001581,2/23/2024,2023,10-K,3571.6,1372.3,13774.4,8044.7,2411.8,1.712232899,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EIX,Edison International,0000827052,0000827052-24-000013,2/22/2024,2023,10-K,16338,1407,63814,15501,3401,4.11676666,FALSE,us-gaap:Revenues,us-gaap:ProfitLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EW,Edwards Lifesciences,0001099800,0001099800-24-000004,2/12/2024,2023,10-K,6004.8,1402.4,2643.8,6650,895.8,0.39756391,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EA,Electronic Arts,0000712515,0000712515-24-000023,5/22/2024,2023,10-K,7426,802,6166,7293,1550,0.845468257,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
ELV,Elevance Health,0001156039,0001156039-24-000015,2/21/2024,2023,10-K,171340,5987,69523,39306,8061,1.768763039,FALSE,us-gaap:Revenues,us-gaap:NetIncomeLoss,us-gaap:Liabilities,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
EMR,Emerson Electric,0000032604,0000032604-24-000041,11/12/2024,2023,10-K,4117,142,42746,20689,637,2.066122094,FALSE,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap:NetIncomeLoss,us-gaap:LiabilitiesAndStockholdersEquity,us-gaap:StockholdersEquity,us-gaap:NetCashProvidedByUsedInOperatingActivities
